curricula,problem_set_name,question_id,academic_year,number_of_students,incorrect_count,percent_correct,correct_answer,first_common_wrong_answer,second_common_wrong_answer,third_common_wrong_answer,first_common_wrong_answer_count,second_common_wrong_answer_count,third_common_wrong_answer_count
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 12 Finding the Percentage (7.RP.A.3),1601622,19_20,106,68.0,36.79,"14.3 , 14 , 14.29","""85.7""","""14""","""14.29""",10.0,7.0,6.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 13 Measurement Error: Off by a Little Bit? (7.RP.A.3),1601867,18_19,148,39.0,74.32,2,"""4""","""50""","""0.2""",10.0,6.0,3.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 13 Measurement Error: Off by a Little Bit? (7.RP.A.3),1601867,19_20,94,22.0,77.65,2,"""0.2""","""4""",""".2""",6.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 13 Measurement Error: Off by a Little Bit? (7.RP.A.3),1601868,18_19,159,71.0,55.97,4,"""2""","""20""","""2%""",9.0,6.0,4.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 13 Measurement Error: Off by a Little Bit? (7.RP.A.3),1601868,19_20,86,59.0,32.55,4,"""2""","""0.02""","""20""",7.0,6.0,6.0
Kendall Hunt Illustrative Mathematics,"Cool Down---7.4 Lesson 5 Say it With Decimals (7.NS.A.2.d, 7.RP.A.2)",1601576,18_19,264,109.0,59.09,1.625x,"""0.625x""","""5/8x""","""3/8x""",14.0,14.0,7.0
Kendall Hunt Illustrative Mathematics,"Cool Down---7.4 Lesson 5 Say it With Decimals (7.NS.A.2.d, 7.RP.A.2)",1601576,19_20,102,47.0,54.9,1.625x,"""5/8x""",""".625x""","""0.625x""",13.0,5.0,5.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 6 Increasing and Decreasing (7.RP.A.3),1601577,18_19,594,240.0,59.76,45,"""15""","""35""","""75""",72.0,20.0,15.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 6 Increasing and Decreasing (7.RP.A.3),1601577,19_20,258,111.0,57.36,45,"""15""","""75""","""35""",46.0,10.0,7.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 7 One Hundred Percent (7.RP.A.3),1601578,18_19,518,218.0,58.1,66.25,"""13.25""","""78""","""66""",31.0,17.0,13.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 7 One Hundred Percent (7.RP.A.3),1601578,19_20,361,141.0,61.21,66.25,"""13.25""","""212""","""78""",32.0,15.0,11.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 8 Percent Increase and Decrease with Equations (7.RP.A.3),1601579,18_19,299,159.0,47.15,150,"""162.24""","""149.76""","""6.24""",21.0,21.0,14.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.4 Lesson 8 Percent Increase and Decrease with Equations (7.RP.A.3),1601579,19_20,220,143.0,35.45,150,"""149.76""","""162.24""","""6.24""",33.0,24.0,13.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.5 Lesson 1 Interpreting Negative Numbers (7.NS.A.1),1601871,18_19,460,283.0,38.69,"-3 , -2 , -0.8 , -1/10 , 1/2 , 0.8 , 7","""-3 , -2 , -1/10 , -0.8 , 0.8 , 1/2 , 7""","""-3 , -2 , -0.8 , -1/10 , 0.8 , 1/2 , 7""","""-3 , -2 , -1/10 , -0.8 , 1/2 , 0.8 , 7""",51.0,49.0,30.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.5 Lesson 1 Interpreting Negative Numbers (7.NS.A.1),1601871,19_20,80,28.0,65.0,"-3 , -2 , -0.8 , -1/10 , 1/2 , 0.8 , 7","""-3 , -2 , -1/10 , -0.8 , 0.8 , 1/2 , 7""","""-3 , -2 , -1/10 , -0.8 , 1/2 , 0.8 , 7""","""-3 , -2 , -0.8 , -1/10 , 0.8 , 1/2 , 7""",8.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,"Cool Down---7.5 Lesson 12 Negative Rates (7.NS.A.3, 7.RP.A.2)",1601914,18_19,164,70.0,57.92,-1050x,"""1050x""","""2x""","""2100/2x""",31.0,5.0,2.0
Kendall Hunt Illustrative Mathematics,"Cool Down---7.5 Lesson 12 Negative Rates (7.NS.A.3, 7.RP.A.2)",1601914,19_20,26,18.0,34.61,-1050x,"""1050x""","""1,050x""","""2x""",6.0,5.0,1.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.5 Lesson 3 Changing Elevation (7.NS.A.1.b),1601878,18_19,526,231.0,56.27,-9.9,"""9.9""","""1.5""","""-1.5""",111.0,58.0,29.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.5 Lesson 3 Changing Elevation (7.NS.A.1.b),1601878,19_20,95,29.0,70.52,-9.9,"""9.9""","""-1.5""","""1.5""",14.0,3.0,3.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.5 Lesson 4 Money and Debts (7.NS.A.1),1601879,18_19,472,82.0,82.83,-50,"""50""","""-150""","""350""",52.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.5 Lesson 4 Money and Debts (7.NS.A.1),1601879,19_20,264,23.0,91.66,-50,"""50""","""0""","""350""",10.0,4.0,4.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.5 Lesson 4 Money and Debts (7.NS.A.1),1601880,18_19,461,96.0,79.39,25,"""75""","""15""","""225""",19.0,19.0,8.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.5 Lesson 4 Money and Debts (7.NS.A.1),1601880,19_20,263,29.0,89.35,25,"""15""","""75""","""150""",11.0,6.0,3.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 1 Relationships of Angles (7.G.B),1601987,18_19,91,24.0,74.72,72,"""54""","""60""","""108""",6.0,5.0,2.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 1 Relationships of Angles (7.G.B),1601987,19_20,96,63.0,35.41,72,"""60""","""80""","""75""",18.0,6.0,4.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 1 Relationships of Angles (7.G.B),1601988,18_19,92,42.0,55.43,54,"""72""","""60""","""90""",16.0,8.0,3.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 1 Relationships of Angles (7.G.B),1601988,19_20,100,62.0,38.0,54,"""72""","""60""","""36""",24.0,9.0,5.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 13 Decomposing Bases for Area (7.G.B.6),1602019,18_19,103,57.0,45.63,232,"""280""","""112""","""230""",10.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 13 Decomposing Bases for Area (7.G.B.6),1602019,19_20,84,55.0,35.71,232,"""280""","""234""","""8400""",7.0,5.0,3.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 14 Surface Area of Right Prisms (7.G.B.6),1602021,18_19,140,51.0,64.28,270,"""216""","""27""","""243""",8.0,7.0,3.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 14 Surface Area of Right Prisms (7.G.B.6),1602021,19_20,82,49.0,41.46,270,"""243""","""216""","""288""",9.0,9.0,4.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 4 Solving for Unknown Angles (7.G.B),1601995,18_19,274,71.0,74.45,80,"""20""","""60""","""90""",13.0,12.0,9.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 4 Solving for Unknown Angles (7.G.B),1601995,19_20,92,27.0,71.73,80,"""60""","""70""","""120""",6.0,4.0,4.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 4 Solving for Unknown Angles (7.G.B),1601996,18_19,271,55.0,80.07,60,"""50""","""40""","""80""",11.0,10.0,10.0
Kendall Hunt Illustrative Mathematics,Cool Down---7.7 Lesson 4 Solving for Unknown Angles (7.G.B),1601996,19_20,91,20.0,79.12,60,"""80""","""40""","""70""",7.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.1 Lesson 14 Alternate Interior Angles (8.G.A.5),1619220,18_19,173,48.0,72.83,126,"""54""","""36""","""136""",11.0,6.0,3.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.1 Lesson 14 Alternate Interior Angles (8.G.A.5),1619220,19_20,201,27.0,87.06,126,"""54""","""180""","""63""",10.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.1 Lesson 14 Alternate Interior Angles (8.G.A.5),1619223,18_19,180,11.0,94.44,54,"""126""","""180""","""74""",7.0,1.0,1.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.1 Lesson 14 Alternate Interior Angles (8.G.A.5),1619223,19_20,203,12.0,94.58,54,"""126""","""56""","""96""",9.0,1.0,1.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.3 Lesson 10 Calculating Slope (8.EE.B.6),1625266,18_19,196,86.0,56.63,-3/8,"""3/8""","""-8/3""","""3/2""",39.0,7.0,5.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.3 Lesson 10 Calculating Slope (8.EE.B.6),1625266,19_20,187,74.0,60.96,-3/8,"""3/8""","""8/3""","""-8/3""",16.0,11.0,7.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.3 Lesson 10 Calculating Slope (8.EE.B.6),1625267,18_19,192,106.0,45.31,1/2,"""-2/4""","""2/4""","""0/4""",14.0,14.0,11.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.3 Lesson 10 Calculating Slope (8.EE.B.6),1625267,19_20,177,91.0,49.15,1/2,"""0/4""","""2/4""","""-2/4""",17.0,16.0,8.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.3 Lesson 10 Calculating Slope (8.EE.B.6),1625268,18_19,185,104.0,44.32,-3/2,"""3/2""","""7/4""","""2/3""",18.0,15.0,8.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.3 Lesson 10 Calculating Slope (8.EE.B.6),1625268,19_20,167,74.0,56.28,-3/2,"""3/2""","""2/3""","""-2/3""",18.0,7.0,7.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.4 Lesson 12 Systems of Equations (8.EE.C.8),1640095,18_19,52,13.0,76.92,1,"""2""","""0""","""4""",6.0,5.0,1.0
Kendall Hunt Illustrative Mathematics,Cool Down---8.4 Lesson 12 Systems of Equations (8.EE.C.8),1640095,19_20,60,33.0,46.66,1,"""2""","""3""","""0""",12.0,10.0,4.0
Kendall Hunt Illustrative Mathematics,Mid-Unit(A)---8.5 Mid-Unit Assessment (A),1509664,17_18,66,57.0,15.15,4,"""3""","""9""","""5""",29.0,13.0,3.0
Kendall Hunt Illustrative Mathematics,Mid-Unit(A)---8.5 Mid-Unit Assessment (A),1509664,18_19,38,29.0,26.31,4,"""3""","""9""","""2.25""",19.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,Mid-Unit(A)---8.5 Mid-Unit Assessment (A),1509671,17_18,69,49.0,30.43,60,"""140""","""50""","""80""",16.0,12.0,8.0
Kendall Hunt Illustrative Mathematics,Mid-Unit(A)---8.5 Mid-Unit Assessment (A),1509671,18_19,62,51.0,19.35,60,"""140""","""50""","""200""",24.0,16.0,4.0
Kendall Hunt Illustrative Mathematics,Mid-Unit(A)---8.5 Mid-Unit Assessment (A),1509672,17_18,69,46.0,34.78,80,"""150""","""140""","""60""",10.0,7.0,7.0
Kendall Hunt Illustrative Mathematics,Mid-Unit(A)---8.5 Mid-Unit Assessment (A),1509672,18_19,55,25.0,56.36,80,"""150""","""140""","""10""",9.0,5.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 10 Bases and Heights of Triangles (6.EE.A.2.c, 6.G.A.1)",1520275,18_19,487,152.0,68.99,12,"""24""","""16""","""8""",46.0,17.0,14.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 10 Bases and Heights of Triangles (6.EE.A.2.c, 6.G.A.1)",1520275,19_20,86,21.0,76.74,12,"""24""","""10""","""30""",7.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 10 Bases and Heights of Triangles (6.EE.A.2.c, 6.G.A.1)",1520277,18_19,284,176.0,38.38,18,"""15""","""30""","""20""",67.0,21.0,20.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 10 Bases and Heights of Triangles (6.EE.A.2.c, 6.G.A.1)",1520277,19_20,83,37.0,56.62,18,"""20""","""15""","""28""",9.0,8.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 11 Polygons (6.G.A.1),1520288,18_19,403,235.0,41.93,11,"""10""","""12""","""22""",60.0,50.0,47.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 11 Polygons (6.G.A.1),1520288,19_20,85,42.0,51.76,11,"""10""","""12""","""22""",10.0,8.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 11 Polygons (6.G.A.1),1520297,18_19,263,142.0,46.38,12,"""6""","""3""","""18""",116.0,5.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 11 Polygons (6.G.A.1),1520297,19_20,26,10.0,65.38,12,"""6""","""5""","""40""",6.0,2.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 11 Polygons (6.G.A.1),1520285,18_19,462,145.0,68.83,18,"""24""","""12""","""21""",44.0,19.0,15.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 11 Polygons (6.G.A.1),1520285,19_20,93,32.0,66.66,18,"""12""","""24""","""21""",7.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 12 What is Surface Area? (6.G.A.4),1520344,18_19,876,519.0,40.86,"88 , 48 , 24","""48""","""24""","""12""",172.0,75.0,26.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 12 What is Surface Area? (6.G.A.4),1520344,19_20,324,219.0,32.71,"88 , 48 , 24","""48""","""24""","""96""",87.0,25.0,13.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 12 What is Surface Area? (6.G.A.4),1520347,18_19,482,283.0,41.49,20,"""30""","""40""","""21""",90.0,15.0,14.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 12 What is Surface Area? (6.G.A.4),1520347,19_20,270,159.0,41.48,20,"""30""","""15""","""60""",43.0,16.0,8.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 12 What is Surface Area? (6.G.A.4),1520348,18_19,545,332.0,39.26,15,"""25""","""20""","""50""",73.0,36.0,22.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 12 What is Surface Area? (6.G.A.4),1520348,19_20,281,164.0,41.99,15,"""25""","""20""","""16""",33.0,17.0,14.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520370,18_19,526,228.0,56.84,10,"""8""","""2""","""9""",86.0,52.0,36.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520370,19_20,128,32.0,75.78,10,"""2""","""8""","""9""",11.0,10.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520371,18_19,514,347.0,32.68,"24 , 16","""16""","""8""","""10""",103.0,65.0,29.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520371,19_20,126,84.0,34.12,"24 , 16","""16""","""8""","""32""",40.0,9.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520372,18_19,485,192.0,60.61,16,"""24""","""8""","""18""",38.0,32.0,16.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520372,19_20,123,42.0,66.66,16,"""24""","""48""","""32""",13.0,7.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520364,18_19,374,106.0,71.92,18,"""12.5""","""180""","""9""",24.0,9.0,8.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520364,19_20,118,16.0,87.28,18,"""9""","""30""","""15""",9.0,1.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520365,18_19,348,269.0,22.98,"1 , 2","""2""","""28.8""","""16""",126.0,17.0,10.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520365,19_20,117,76.0,35.89,"1 , 2","""2""","""12.8""","""18""",59.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520366,18_19,358,154.0,57.26,7,"""112""","""6""","""32""",98.0,6.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520366,19_20,117,54.0,54.7,7,"""112""","""56""","""6""",46.0,3.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520367,18_19,348,286.0,18.1,"8 , 4","""4""","""2""","""128""",230.0,21.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520367,19_20,117,68.0,42.73,"8 , 4","""4""","""2""","""128""",57.0,6.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520377,18_19,210,159.0,24.76,31,"""26""","""66""","""14""",20.0,14.0,9.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 13 Polyhedra (6.G.A.4),1520377,19_20,115,79.0,32.17,31,"""14""","""26""","""66""",11.0,8.0,8.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 14 Nets and Surface Area (6.G.A.4),1520417,18_19,332,234.0,29.81,33,"""35""","""36""","""30""",63.0,18.0,14.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 14 Nets and Surface Area (6.G.A.4),1520417,19_20,184,115.0,38.04,33,"""35""","""36""","""31""",39.0,9.0,8.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 15 More Nets, More Surface Area (6.G.A.2, 6.G.A.4)",1520450,17_18,69,69.0,1.44,"60 , 72 , 63","""72""","""63""","""78""",9.0,6.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 15 More Nets, More Surface Area (6.G.A.2, 6.G.A.4)",1520450,18_19,493,360.0,27.18,"60 , 72 , 63","""72""","""63""","""78""",105.0,70.0,44.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 15 More Nets, More Surface Area (6.G.A.2, 6.G.A.4)",1520450,19_20,209,103.0,51.19,"60 , 72 , 63","""63""","""72""","""78""",49.0,12.0,8.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 15 More Nets, More Surface Area (6.G.A.2, 6.G.A.4)",1520452,18_19,341,239.0,30.2,"272 , 192","""192""","""44""","""22""",75.0,20.0,13.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 15 More Nets, More Surface Area (6.G.A.2, 6.G.A.4)",1520452,19_20,205,84.0,59.51,"272 , 192","""192""","""136""","""176""",19.0,6.0,5.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 15 More Nets, More Surface Area (6.G.A.2, 6.G.A.4)",1520454,18_19,301,176.0,41.86,36,"""30""","""12""","""18""",43.0,24.0,16.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 15 More Nets, More Surface Area (6.G.A.2, 6.G.A.4)",1520454,19_20,247,116.0,53.44,36,"""30""","""24""","""12""",50.0,13.0,10.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 16 Distinguishing Between Surface Area and Volume (6.G.A.4),1521295,17_18,110,46.0,59.09,4,"""18""","""8""","""16""",10.0,7.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 16 Distinguishing Between Surface Area and Volume (6.G.A.4),1521295,18_19,336,88.0,74.1,4,"""18""","""9""","""16""",44.0,5.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 16 Distinguishing Between Surface Area and Volume (6.G.A.4),1521295,19_20,274,33.0,88.32,4,"""18""","""3""","""16""",20.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 16 Distinguishing Between Surface Area and Volume (6.G.A.4),1521296,17_18,95,59.0,38.94,18,"""4""","""16""","""8""",20.0,10.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 16 Distinguishing Between Surface Area and Volume (6.G.A.4),1521296,18_19,335,105.0,68.95,18,"""4""","""9""","""1""",30.0,13.0,12.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 16 Distinguishing Between Surface Area and Volume (6.G.A.4),1521296,19_20,269,51.0,81.41,18,"""16""","""4""","""17""",12.0,9.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 16 Distinguishing Between Surface Area and Volume (6.G.A.4),1521307,18_19,305,144.0,53.11,160,"""100""","""80""","""110""",40.0,11.0,10.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 16 Distinguishing Between Surface Area and Volume (6.G.A.4),1521307,19_20,141,37.0,74.46,160,"""140""","""110""","""150""",6.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 17 Squares and Cubes (6.EE.A, 6.EE.A.1)",1521312,18_19,328,93.0,71.95,8,"""24""","""6""","""12""",24.0,22.0,14.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 17 Squares and Cubes (6.EE.A, 6.EE.A.1)",1521312,19_20,214,30.0,86.44,8,"""4""","""6""","""16""",17.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 17 Squares and Cubes (6.EE.A, 6.EE.A.1)",1521344,18_19,215,60.0,72.55,16,"""8""","""64""","""4""",17.0,11.0,7.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 17 Squares and Cubes (6.EE.A, 6.EE.A.1)",1521344,19_20,203,26.0,87.68,16,"""64""","""96""","""8""",8.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 17 Squares and Cubes (6.EE.A, 6.EE.A.1)",1533076,18_19,100,40.0,60.0,7,"""2401""","""98""","""24.5""",6.0,6.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 17 Squares and Cubes (6.EE.A, 6.EE.A.1)",1533076,19_20,206,42.0,80.09,7,"""24.5""","""49""","""12.25""",11.0,10.0,6.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 17 Squares and Cubes (6.EE.A, 6.EE.A.1)",1533080,18_19,210,102.0,51.9,27,"""9""","""18""","""12""",50.0,14.0,12.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 17 Squares and Cubes (6.EE.A, 6.EE.A.1)",1533080,19_20,207,34.0,84.05,27,"""9""","""12""","""36""",15.0,6.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 18 Surface Area of a Cube (6.EE.A.1, 6.EE.A.22.a, 6.G.A.4)",1521485,18_19,316,161.0,49.36,1/27,"""1""","""1/3""","""1/18""",40.0,14.0,11.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 18 Surface Area of a Cube (6.EE.A.1, 6.EE.A.22.a, 6.G.A.4)",1521485,19_20,79,48.0,40.5,1/27,"""1""","""2.197""","""1.3""",19.0,6.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 18 Surface Area of a Cube (6.EE.A.1, 6.EE.A.22.a, 6.G.A.4)",1521488,18_19,315,126.0,60.0,2,"""8""","""512""","""4""",53.0,22.0,9.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---6.1 Lesson 18 Surface Area of a Cube (6.EE.A.1, 6.EE.A.22.a, 6.G.A.4)",1521488,19_20,78,29.0,64.1,2,"""8""","""512""","""4""",12.0,10.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 2 Finding Area by Decomposing and Rearranging (6.G.A.1),1516616,18_19,596,167.0,72.14,6,"""65""","""1014""","""91""",40.0,20.0,12.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 2 Finding Area by Decomposing and Rearranging (6.G.A.1),1516616,19_20,127,26.0,80.31,6,"""65""","""1014""","""91""",8.0,5.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 3 Reasoning to Find Area (6.G.A.1),1516627,18_19,985,243.0,75.43,22,"""30""","""24""","""28""",31.0,27.0,14.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 3 Reasoning to Find Area (6.G.A.1),1516627,19_20,318,47.0,85.53,22,"""30""","""24""","""20""",8.0,5.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 3 Reasoning to Find Area (6.G.A.1),1516633,18_19,1043,442.0,57.71,18,"""20""","""16""","""17""",54.0,53.0,49.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 3 Reasoning to Find Area (6.G.A.1),1516633,19_20,316,75.0,76.58,18,"""20""","""24""","""16""",13.0,12.0,12.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 4 Parallelograms (6.G.A.1),1516658,18_19,602,253.0,58.13,45,"""50""","""40""","""60""",43.0,23.0,20.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 4 Parallelograms (6.G.A.1),1516658,19_20,235,63.0,73.61,45,"""50""","""30""","""40""",9.0,8.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 4 Parallelograms (6.G.A.1),1516660,18_19,681,166.0,75.77,30,"""32""","""15""","""16.2""",17.0,9.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 4 Parallelograms (6.G.A.1),1516660,19_20,321,54.0,83.48,30,"""32""","""16.2""","""29""",16.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 5 Bases and Heights of Parallelograms (6.G.A.1),1519447,18_19,750,154.0,79.6,10,"""12""","""8""","""14""",69.0,42.0,12.0
Kendall Hunt Illustrative Mathematics,Practice Problems---6.1 Lesson 5 Bases and Heights of Parallelograms (6.G.A.1),1519447,19_20,198,27.0,86.86,10,"""12""","""8""","""14""",12.0,4.0,3.0
